# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	0.9.7
#@/tick	6507
#@/user_id	39450050-b813-48cb-bd0a-6ded5e51c872
chou sha dui 	仇殺隊	c=2 d=1.85642 t=2414
chu 	出	c=2 d=0.104254 t=6343
chu 	初	c=1 d=1 t=88
chu chang 	出場	c=0 d=0.1 t=57
chu chang ri qi 	出場日期	c=1 d=1 t=58
chu chu 	出處	c=1 d=1 t=161
chu chu 	處處	c=1 d=1 t=6225
chu fa 	觸發	c=1 d=1 t=2057
chu fa 	除法	c=1 d=1 t=3184
chu kong ban 	觸控板	c=1 d=1 t=2007
chu kou 	出口	c=1 d=1 t=6322
chu lai 	出來	c=2 d=1 t=4898
chu lai le 	出來了	c=1 d=1 t=2181
chu le 	除了	c=1 d=1 t=3831
chu mai 	出賣	c=1 d=1.00106 t=4837
chu mai jie cao 	出賣節操	c=1 d=1 t=3929
chu men 	出門	c=0 d=0.1 t=3876
chu mo 	出沒	c=1 d=1 t=4918
chu ren wu 	出任務	c=1 d=1 t=2350
chu su du 	初速度	c=1 d=1 t=4450
chu wen ti 	出問題	c=1 d=1.09851 t=4052
chu xian 	出現	c=1 d=1 t=3540
chu xian de 	出現的	c=1 d=1 t=93
chu xian zai 	出現在	c=2 d=1.95123 t=6354
chu yan 	出演	c=1 d=1 t=3923
chu zhong 	初衷	c=1 d=1 t=6437
chu zu che 	出租車	c=1 d=1 t=3886
chuan 	傳	c=0 d=0.1 t=741
chuan 	穿	c=1 d=1 t=743
chuan cheng 	川澄	c=1 d=1 t=4558
chuan chu 	穿出	c=1 d=1 t=1917
chuan dao 	傳導	c=1 d=1 t=5831
chuan gei 	傳給	c=1 d=1 t=2142
chuan guo 	穿過	c=1 d=1 t=4369
chuan shu 	傳輸	c=10 d=6.87888 t=3336
chuan shu shi jian 	傳輸時間	c=2 d=1.54881 t=3290
chuan shuo 	傳說	c=0 d=0.1 t=2039
chuan shuo zhong 	傳說中	c=1 d=1 t=4312
chuan song 	傳送	c=0 d=0.1 t=5562
chuan song dai 	傳送帶	c=1 d=1 t=1894
chuan song men 	傳送門	c=3 d=2.98012 t=5566
chuan zhe ge 	傳這個	c=1 d=1 t=742
chuang hu 	窗戶	c=1 d=1 t=6177
chuang kou 	窗口	c=2 d=1 t=4064
chuang ye 	創業	c=2 d=1.9802 t=2658
chui 	吹	c=1 d=1 t=3672
chui xiong dun zu 	捶胸頓足	c=1 d=1 t=1772
chui zi 	錘子	c=2 d=1.99501 t=2478
chun 	純	c=0 d=0.1 t=6119
chun gun dong 	純滾動	c=1 d=1 t=6120
chun shu xue 	純數學	c=1 d=1 t=830
chun wen ben 	純文本	c=1 d=1 t=2861
chun xiang 	春香	c=1 d=1 t=812
ci 	次	c=5 d=3.2731 t=3420
ci 	詞	c=2 d=0.1 t=5585
ci dian 	詞典	c=1 d=1 t=1735
ci gan 	此杆	c=1 d=1 t=5132
ci hui 	詞彙	c=1 d=1 t=1768
ci zuo ye 	次作業	c=1 d=1 t=3355
cong 	從	c=14 d=1.82652 t=5796
cong 	蔥	c=1 d=1 t=3721
cong na 	從哪	c=1 d=1 t=2668
cong qian 	從前	c=1 d=1 t=136
cu bao 	粗暴	c=0 d=0.1 t=1745
cu bao de 	粗暴的	c=2 d=1.93239 t=1760
cu kou 	粗口	c=1 d=1 t=2397
cu xi 	粗細	c=0 d=0.1 t=6383
cu xi jun yun 	粗細均勻	c=1 d=1 t=6384
cuan 	攢	c=1 d=1 t=2372
cun 	存	c=0 d=0.1 t=300
cun dang 	存檔	c=6 d=1.01601 t=4643
cun dang dian 	存檔點	c=1 d=1 t=295
cun dang le me 	存檔了麼	c=1 d=1 t=1861
cun dang qian 	存檔前	c=1 d=1 t=333
cun dang wei zhi 	存檔位置	c=1 d=1 t=310
cun ge dang 	存個檔	c=1 d=1 t=281
cun na ge 	存哪個	c=1 d=1 t=301
cun zai 	存在	c=1 d=1 t=1622
cuo 	錯	c=1 d=0.1 t=4327
cuo jue 	錯覺	c=1 d=1 t=4856
cuo shi 	措施	c=1 d=1 t=4662
cuo wu 	錯誤	c=1 d=1 t=707
da 	大	c=6 d=1.00008 t=5818
da 	打	c=5 d=1.54607 t=5944
da a 	大啊	c=1 d=2.54168 t=405
da a a a a a a a a a a a a a a a a a a a a 	大啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊	c=1 d=1 t=390
da a an an wen wen wu wu wu wa wa a a a a a da wa a a a a a da da de 	大啊安安穩穩嗚嗚嗚娃娃啊啊啊啊啊大窪啊啊啊啊啊大大的	c=1 d=1 t=393
da a wu wu wu wu wu wu 	大啊嗚嗚嗚嗚嗚嗚	c=1 d=1 t=406
da an 	答案	c=3 d=1.16447 t=6377
da bu 	大補	c=1 d=1 t=1026
da bu fen 	大部分	c=0 d=0.1 t=1977
da bu fen shi jian 	大部分時間	c=1 d=1 t=1978
da bu kai 	打不開	c=1 d=1 t=4129
da cheng 	達成	c=1 d=1 t=2193
da chuan 	打穿	c=3 d=2.13044 t=2921
da da 	大大	c=0 d=0.1 t=371
da da da a a wa 	大大大啊阿佤	c=1 d=1 t=372
da da de 	大大的	c=2 d=3.33218 t=407
da da de di di da da a a a wa wa a a a a a a da a a a da sa a a a a da a a a a a a a a a a da a a a a a a a a da a a a a a a da a a a a a a a da a a a a a a a a a da a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a 	大大的滴滴答答啊啊啊娃娃啊啊啊啊啊阿達啊啊啊搭撒啊啊啊啊大啊啊啊啊啊啊啊啊啊阿達啊啊啊啊啊啊啊啊大啊啊啊啊啊啊大啊啊啊啊啊啊阿達啊啊啊啊啊啊啊啊啊大啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊	c=1 d=1 t=397
da dao 	達到	c=2 d=1.07317 t=3713
da dao da a wei da wa an da a 	達到大啊偉大凹岸大啊	c=1 d=1 t=368
da dong wu 	大動物	c=3 d=1.00579 t=2998
da dou 	打鬥	c=1 d=1 t=1044
da dui jue 	大對決	c=1 d=1 t=3483
da gai 	大概	c=2 d=1.00235 t=6449
da gai jiu shi 	大概就是	c=2 d=1 t=5874
da gai shi 	大概是	c=1 d=1 t=5225
da ge 	大哥	c=1 d=1 t=6166
da ge 	打個	c=1 d=1 t=4716
da gong 	大公	c=1 d=1 t=5440
da gong 	打工	c=1 d=1 t=3987
da guai 	打怪	c=1 d=1 t=2828
da han 	大漢	c=1 d=1.09465 t=5491
da hao 	大好	c=1 d=1 t=572
da he 	大和	c=1 d=1.01764 t=1405
da he hao 	大和號	c=2 d=1.17291 t=1410
da ji chu 	打基礎	c=1 d=1 t=2635
da jia 	大家	c=2 d=1.00168 t=6474
da jie 	大街	c=0 d=0.1 t=6157
da kai 	打開	c=4 d=1.1382 t=4632
da kai fang shi 	打開方式	c=1 d=1 t=2486
da kuai le 	打快了	c=1 d=1 t=554
da lian ba 	打臉吧	c=1 d=1 t=5442
da ma 	打碼	c=1 d=1 t=2520
da mo 	打磨	c=1 d=1 t=5179
da mo wang 	大魔王	c=1 d=1 t=3870
da pao 	打跑	c=0 d=0.1 t=2135
da pao le 	打跑了	c=1 d=1 t=2136
da ren 	大人	c=0 d=0.1 t=4229
da sa 	搭撒	c=0 d=0.1 t=396
da sha qi 	大殺器	c=1 d=1 t=1990
da sheng li 	大勝利	c=2 d=1.00017 t=2510
da shou qiang 	打手槍	c=1 d=1 t=4366
da suan 	打算	c=1 d=0.1005 t=3937
da tu shu guan 	大圖書館	c=9 d=1.05004 t=5389
da tu shu guan de mu yang ren 	大圖書館的牧羊人	c=2 d=1.55156 t=3904
da wa 	大窪	c=0 d=0.475892 t=401
da wa a a a wu wu wu wa wa a a 	大窪啊啊啊嗚嗚嗚娃娃啊啊	c=1 d=1 t=386
da wan 	打完	c=1 d=0.21209 t=1568
da wan ren 	打完人	c=1 d=1 t=725
da wu wei 	大無畏	c=0 d=0.375113 t=401
da xiao 	大小	c=3 d=1.74614 t=3228
da xiao xiang tong 	大小相同	c=1 d=1 t=1924
da xiong mao 	大熊貓	c=1 d=1 t=1263
da xue 	大學	c=0 d=0.1 t=6375
da xue sheng 	大學生	c=1 d=1 t=2010
da xue wu li 	大學物理	c=1 d=1 t=6376
da yan 	大鹽	c=1 d=1 t=582
da ye 	大爺	c=0 d=0.1 t=120
da yi 	大一	c=1 d=1 t=1827
da yu 	大於	c=1 d=1 t=3207
da zha dan 	大炸彈	c=1 d=1 t=1652
da zhao huan shu 	大召喚術	c=1 d=1 t=1709
da zuo zhan 	大作戰	c=1 d=1.1 t=4083
dai gei 	帶給	c=0 d=0.1 t=1652
dai gei wo men 	帶給我們	c=1 d=1 t=1653
dai li 	代理	c=4 d=1.00032 t=5520
dai shang 	戴上	c=1 d=1 t=4169
dai shu ji ben ding li 	代數基本定理	c=1 d=1 t=6492
dai yu 	待遇	c=1 d=1 t=4761
dai zhe 	帶着	c=1 d=1.00484 t=1369
dan 	但	c=3 d=1 t=5811
dan 	單	c=1 d=1 t=5152
dan 	蛋	c=0 d=0.1 t=6216
dan ci 	單詞	c=0 d=0.1 t=3870
dan da du dou 	單打獨鬥	c=0 d=0.1 t=346
dan mu 	彈幕	c=1 d=1.00378 t=5571
dan ren fang 	單人房	c=1 d=1 t=4513
dan she 	單射	c=1 d=1 t=6494
dan shi 	但是	c=8 d=1.59476 t=5443
dan shi bu hui si 	但是不會死	c=1 d=1 t=4235
dan wan 	彈丸	c=1 d=1 t=1938
dan wei 	單位	c=2 d=1.98755 t=403
dan wei da a de ding ding ding ding di di da da a a a a a 	單位大啊的頂頂頂頂滴滴答答啊啊啊啊啊	c=1 d=1 t=379
dan wo 	但我	c=1 d=1 t=6303
dang 	當	c=7 d=2.08515 t=5477
dang dai 	當代	c=1 d=1 t=1830
dang dang wang 	噹噹網	c=2 d=1.00354 t=1570
dang dang wang wu wu wu wu wu wu wa an an an ding ding da da de 	噹噹網嗚嗚嗚嗚嗚嗚凹岸安安定定大大的	c=1 d=1 t=405
dang ni 	當你	c=1 d=1 t=5699
dang nian 	當年	c=1 d=1 t=2464
dang shi 	當時	c=6 d=0.140386 t=4913
dao 	到	c=7 d=0.110566 t=6332
dao 	導	c=0 d=0.1 t=3983
dao 	道	c=1 d=1 t=1686
dao di 	倒地	c=1 d=1.1 t=3498
dao di 	到底	c=1 d=1 t=4377
dao di shi 	到底是	c=0 d=0.1 t=5697
dao di shi shen me 	到底是什麼	c=1 d=1 t=5698
dao gou 	導購	c=1 d=1 t=5515
dao gui 	導軌	c=2 d=1.956 t=6083
dao le 	到了	c=1 d=0.130962 t=4647
dao le yi ding 	到了一定	c=1 d=1 t=852
dao li qi 	導力器	c=2 d=1.96561 t=4766
dao mei 	倒黴	c=0 d=0.1 t=3900
dao mei hai zi 	倒黴孩子	c=1 d=1 t=3901
dao pian 	刀片	c=1 d=1 t=5184
dao ru 	導入	c=2 d=1.00094 t=2552
dao shi 	倒是	c=0 d=0.1 t=474
dao sui 	稻穗	c=1 d=1 t=4367
de 	地	c=1 d=1 t=1430
de 	得	c=2 d=0.114349 t=4153
de 	的	c=341 d=16.2878 t=6502
de da an ai ao wa a a a a da da de wu wu wu wu wu wu wa an wu wu wu wa dang wen wu wu wu wu wu wu ding ding ding ding da a a a a a an an ding ding da da de 	的答案艾奧瓦啊啊啊啊大大的嗚嗚嗚嗚嗚嗚凹岸嗚嗚嗚瓦當文嗚嗚嗚嗚嗚嗚頂頂頂頂大啊啊啊啊啊安安定定大大的	c=1 d=1 t=350
de dao 	得到	c=3 d=1.00001 t=4098
de hua 	的話	c=0 d=0.1 t=5971
de jie wei 	的結尾	c=1 d=1 t=1634
de ren 	的人	c=0 d=0.1 t=6231
de shi 	的是	c=0 d=0.1 t=5339
de shi hou 	的時候	c=1 d=1 t=2718
dei 	得	c=3 d=1.00023 t=4775
deng 	登	c=1 d=0.281772 t=1146
deng 	等	c=2 d=1 t=4257
deng bu shang qu 	登不上去	c=2 d=1.96079 t=1155
deng deng 	等等	c=1 d=1 t=2016
deng ji 	等級	c=0 d=0.1 t=4217
deng ji tiao zheng 	等級調整	c=1 d=1 t=4218
deng lu 	登錄	c=1 d=1 t=277
deng yu 	等於	c=2 d=1.00538 t=6037
di 	低	c=1 d=1 t=5276
di 	地	c=0 d=0.1 t=4508
di 	第	c=9 d=1.10695 t=4314
di 	迪	c=2 d=1.9802 t=5537
di bu 	底部	c=1 d=1 t=3539
di deng dong wu 	低等動物	c=3 d=2.85588 t=401
di deng dong wu ding ding ding ding ding ding ding ding da a an an ding ding ding ding ding ding de 	低等動物頂頂頂頂頂頂頂頂大啊安安定定頂頂頂頂的	c=1 d=1 t=392
di di da da 	滴滴答答	c=0 d=0.104037 t=1568
di dian 	地點	c=1 d=1 t=1872
di er 	第二	c=1 d=1.00002 t=1814
di er ge 	第二個	c=0 d=0.1 t=3216
di er ge tu 	第二個圖	c=1 d=1 t=3217
di er hang 	第二行	c=1 d=1 t=72
di er yu zhou su du 	第二宇宙速度	c=1 d=1 t=5044
di fang 	地方	c=1 d=1 t=5735
di ge 	的哥	c=1 d=1 t=5439
di gui 	遞歸	c=0 d=0.1 t=626
di gui fu wu qi 	遞歸服務器	c=1 d=1 t=627
di jian 	遞減	c=0 d=0.1 t=1055
di mian 	地面	c=3 d=1.93265 t=3593
di qiu 	地球	c=1 d=1.10973 t=5051
di qiu biao mian 	地球表面	c=1 d=1 t=5046
di qiu jun 	地球君	c=1 d=1 t=4639
di san 	第三	c=0 d=0.1 t=5906
di san pai 	第三排	c=1 d=1 t=1112
di tu 	地圖	c=1 d=1 t=1737
di wei 	低位	c=1 d=1 t=4004
di wu dai 	第五代	c=1 d=1 t=351
di yi 	第一	c=1 d=1 t=1812
di yi ci 	第一次	c=1 d=1 t=2076
di yi ge 	第一個	c=1 d=1 t=2774
di yi ji 	第一季	c=1 d=1 t=5334
di yi ren cheng 	第一人稱	c=1 d=1 t=120
di zang pu sa 	地藏菩薩	c=1 d=1 t=5680
di zeng 	遞增	c=1 d=1 t=1054
di zhen 	地震	c=2 d=1.3571 t=5582
di zhen yu ce 	地震預測	c=2 d=1.94176 t=5588
dian 	點	c=12 d=1.98986 t=6011
dian ci 	電磁	c=1 d=1 t=1401
dian ci pao 	電磁炮	c=0 d=0.1 t=4830
dian lu 	電路	c=1 d=1.00006 t=4625
dian lu jiao huan 	電路交換	c=1 d=1 t=3137
dian nao 	電腦	c=3 d=1 t=4867
dian nao ba 	電腦吧	c=1 d=1 t=1350
dian ti 	電梯	c=1 d=1 t=3071
dian ti 	點題	c=1 d=1 t=3027
dian yuan 	電院	c=1 d=1 t=4022
dian zhen 	點陣	c=1 d=1 t=2198
dian zhen zi ti 	點陣字體	c=1 d=1 t=2322
dian zi 	電子	c=1 d=1 t=5003
diao 	掉	c=1 d=1 t=503
diao 	釣	c=0 d=0.1 t=1763
diao chu lai 	釣出來	c=1 d=1 t=1764
diao le 	掉了	c=0 d=0.1 t=3025
diao luo 	掉落	c=1 d=1 t=5936
diao tou 	掉頭	c=1 d=1 t=4857
diao yong 	調用	c=1 d=1 t=2085
ding 	錠	c=0 d=0.1 t=3691
ding dian 	頂點	c=1 d=1 t=4425
ding ding ding ding 	頂頂頂頂	c=0 d=1.11542 t=1568
ding ding ding ding di di da da 	頂頂頂頂滴滴答答	c=1 d=1 t=359
ding ding ding ding ding ding ding ding da wu wei wu wu wu wen wen dang dang ding ding ding ding di di da da a a ding ding ding ding ding ding ding ding 	頂頂頂頂頂頂頂頂大無畏嗚嗚嗚穩穩當當頂頂頂頂滴滴答答啊啊頂頂頂頂頂頂頂頂	c=1 d=1 t=388
ding gong 	釘宮	c=2 d=1.01734 t=5368
ding hua lun 	定滑輪	c=2 d=1.00044 t=5109
ding lv 	定律	c=0 d=0.1 t=5906
ding shang 	盯上	c=1 d=1 t=5989
ding wei 	定位	c=1 d=1 t=2233
ding zi 	釘子	c=2 d=1.99501 t=6019
dong 	動	c=1 d=1 t=3765
dong 	洞	c=0 d=0.1 t=4220
dong chuan 	東川	c=0 d=0.1 t=3064
dong chuan lu 	東川路	c=1 d=1 t=3065
dong dong 	東東	c=0 d=0.1 t=3460
dong fang 	東方	c=1 d=1 t=1226
dong hua 	動畫	c=1 d=1 t=1980
dong le 	懂了	c=0 d=0.1 t=1742
dong liang 	動量	c=2 d=1 t=5840
dong neng 	動能	c=2 d=1.00085 t=6405
dong shang 	東上	c=0 d=0.1 t=5328
dong shang yuan 	東上院	c=1 d=1 t=5329
dong wu 	動物	c=0 d=0.1 t=868
dong wu nong chang 	動物農場	c=1 d=1 t=1215
dong xi 	東西	c=4 d=1.07256 t=5714
dou 	都	c=11 d=1.09016 t=6503
dou bie xiang pao 	都別想跑	c=1 d=1 t=419
dou bu 	都不	c=0 d=0.1 t=2402
dou bu fang guo 	都不放過	c=1 d=1 t=4861
dou bu guan yong le ba 	都不管用了吧	c=1 d=1 t=4544
dou bu hui 	都不會	c=1 d=1 t=5806
dou bu jue de 	都不覺得	c=1 d=1 t=2403
dou bu neng 	都不能	c=0 d=0.1 t=6235
dou bu neng pao 	都不能跑	c=1 d=1 t=6236
dou bu yong 	都不用	c=1 d=1 t=4767
dou fu 	豆腐	c=2 d=1.99005 t=6249
dou gei 	都給	c=2 d=1.0728 t=788
dou ke yi 	都可以	c=3 d=1.01576 t=3417
dou lai 	都來	c=1 d=1 t=4469
dou mei you 	都沒有	c=1 d=1 t=4709
dou neng 	都能	c=0 d=0.1 t=514
dou neng kan jian 	都能看見	c=1 d=1 t=515
dou shi 	都是	c=8 d=0.100414 t=6161
dou shi hei 	都是黑	c=1 d=1 t=1417
dou shi xiang zi 	都是箱子	c=1 d=1 t=6162
dou wo neng lao da 	都我能老大	c=1 d=1 t=6216
dou you 	都有	c=1 d=0.381287 t=1077
dou you yong 	都有用	c=1 d=1 t=1078
dou zai 	都在	c=1 d=0.100417 t=1978
dou zai fu wu qi shang 	都在服務器上	c=1 d=1 t=803
dou zai zuo 	都在做	c=1 d=1 t=1979
du 	度	c=1 d=1.02822 t=6395
du 	讀	c=3 d=1.01009 t=2619
du shi bao 	都市報	c=1 d=1 t=4452
du xin 	讀心	c=1 d=1 t=3688
du yan 	讀研	c=1 d=1 t=2637
du yin 	讀音	c=0 d=0.1 t=1768
du yin de 	讀音的	c=1 d=1 t=1769
duan 	短	c=1 d=1 t=3147
duan 	端	c=2 d=1.00072 t=5080
duan xin 	短信	c=2 d=1 t=4385
dui 	對	c=15 d=1.94208 t=6277
dui 	隊	c=0 d=0.1 t=2382
dui a 	對啊	c=2 d=1.00041 t=2994
dui ba 	對吧	c=1 d=1 t=131
dui bu qi 	對不起	c=1 d=1 t=5545
dui de qi 	對得起	c=0 d=0.1 t=4277
dui jiang ji 	對講機	c=1 d=1 t=1868
dui jue 	對決	c=0 d=0.1 t=3482
dui le 	對了	c=2 d=1 t=6203
dui me 	對麼	c=1 d=1 t=5973
dui shu 	對數	c=1 d=0.111737 t=4267
dui wo shuo 	對我說	c=0 d=0.190032 t=403
dui wo shuo a wa da wa 	對我說阿佤大窪	c=1 d=1 t=383
dui you 	隊友	c=1 d=1 t=4945
dui yu 	對於	c=2 d=1.00133 t=4530
dun pai 	盾牌	c=1 d=1 t=2472
dun shi 	頓時	c=1 d=1 t=1738
duo 	多	c=2 d=1.07773 t=2037
duo da 	多大	c=1 d=0.1 t=5803
duo da de 	多大的	c=1 d=1 t=5804
duo ge 	多個	c=1 d=1 t=738
duo kai 	躲開	c=0 d=0.1 t=4036
duo kai me 	躲開麼	c=1 d=1 t=4037
duo le 	多了	c=0 d=0.1 t=4220
duo le yi ge dong 	多了一個洞	c=1 d=1 t=4221
duo me 	多麼	c=1 d=1 t=2310
duo shao 	多少	c=5 d=1.03703 t=6419
duo shao fa 	多少發	c=1 d=1 t=2470
duo shao qian 	多少錢	c=0 d=0.1 t=4377
duo tai 	多態	c=1 d=1 t=4112
duo xiang shi 	多項式	c=2 d=1.00001 t=3182
duo yi dian 	多一點	c=1 d=1 t=2966
e 	呃	c=4 d=1.00516 t=1905
e 	額	c=2 d=1.00001 t=4832
e mo 	惡魔	c=0 d=0.1 t=4047
e mo xing cun zhe 	惡魔倖存者	c=1 d=1 t=4048
e zhi hua 	惡之華	c=1 d=1 t=4081
ei 	誒	c=2 d=0.195847 t=4528
en 	嗯	c=6 d=1.00526 t=6316
en ai 	恩愛	c=0 d=0.1 t=5298
er 	二	c=3 d=1.99161 t=1525
er 	而	c=5 d=1.40516 t=6112
er bu 	而不	c=0 d=0.1 t=2184
er bu shang shen ti 	而不傷身體	c=1 d=1 t=2242
er bu shi 	而不是	c=1 d=1 t=1060
er dai 	二代	c=1 d=1 t=2119
er ji 	耳機	c=2 d=1.99501 t=900
er jie fu 	二姊夫	c=2 d=1.99501 t=3369
er lai 	二來	c=1 d=1 t=2627
er qie 	而且	c=1 d=1 t=3981
er shi 	而使	c=1 d=1 t=4408
er shi 	而是	c=1 d=1 t=3414
er yi 	而已	c=5 d=1.00787 t=5664
fa 	法	c=1 d=1.00003 t=1801
fa 	發	c=2 d=0.100265 t=2469
fa bu hui 	發佈會	c=3 d=1.9659 t=2549
fa cuo 	發錯	c=1 d=1 t=785
fa de 	發的	c=1 d=1 t=2749
fa dong 	發動	c=1 d=1 t=4963
fa gei 	發給	c=0 d=0.1 t=1245
fa gei wo 	發給我	c=1 d=1 t=1246
fa guo zong tong 	法國總統	c=1 d=1 t=6353
fa hui 	發揮	c=0 d=0.1 t=3954
fa she 	發射	c=0 d=0.1 t=3551
fa sheng 	發生	c=3 d=1.00105 t=5807
fa sheng le shen me 	發生了什麼	c=1 d=1 t=531
fa shi 	法師	c=1 d=1 t=1691
fa xian 	發現	c=2 d=1.00004 t=6456
fa xian le me 	發現了麼	c=1 d=1 t=3121
fa zhan 	發展	c=1 d=0.100002 t=5256
fa zhan 	罰站	c=1 d=1 t=1089
fan 	飯	c=0 d=0.1 t=534
fan chu lai 	翻出來	c=1 d=1 t=6480
fan er 	反而	c=1 d=1 t=3868
fan hui 	返回	c=1 d=1 t=1270
fan jie 	反解	c=7 d=2.05212 t=1451
fan jie 	犯戒	c=1 d=1 t=90
fan ju 	番劇	c=1 d=1 t=1706
fan pai 	反派	c=1 d=1 t=1407
fan ren 	犯人	c=1 d=1 t=2740
fan wei 	範圍	c=1 d=1 t=5708
fan xing 	反省	c=0 d=0.1 t=454
fan yi 	翻譯	c=2 d=1 t=6490
fan ying 	反應	c=1 d=1 t=1185
fan ying 	反映	c=1 d=0.101745 t=2475
fan zheng 	反正	c=2 d=1 t=6253
fang 	房	c=0 d=0.1 t=4509
fang 	放	c=3 d=1.0133 t=5929
fang 	防	c=2 d=1.9802 t=4664
fang an 	方案	c=0 d=0.1 t=752
fang bian 	方便	c=3 d=0.250593 t=6305
fang bian mian 	方便麵	c=1 d=1 t=709
fang cai 	防踩	c=1 d=1 t=1160
fang cheng 	方程	c=0 d=0.1 t=28
fang dao 	放到	c=1 d=1 t=4137
fang fa 	方法	c=1 d=1 t=3383
fang jia 	放假	c=1 d=1 t=3373
fang kai 	放開	c=0 d=0.1 t=5366
fang kai na zhi 	放開那隻	c=1 d=1 t=5367
fang neng 	方能	c=1 d=1 t=4420
fang shi 	方式	c=0 d=0.1 t=2485
fang song 	放鬆	c=1 d=1 t=1024
fang wei 	防衛	c=1 d=1 t=4242
fang xiang 	方向	c=6 d=0.387486 t=6129
fang xin 	放心	c=1 d=1 t=4142
fang zai 	放在	c=1 d=1 t=4654
fang zhi 	放置	c=3 d=1.03652 t=6383
fei 	非	c=2 d=0.1 t=4436
fei chu 	飛出	c=1 d=1 t=5048
fei chui 	飛鎚	c=1 d=1 t=2177
fei dan 	緋彈	c=1 d=1 t=4559
fei dei 	非得	c=1 d=1 t=1444
fei di jian 	非遞減	c=1 d=1 t=1056
fei jin 	費勁	c=0 d=0.1 t=3052
fei li 	飛離	c=1 d=1 t=5050
fei tan xing 	非彈性	c=1 d=1 t=4437
fei wo 	非我	c=1 d=1 t=1607
fei xian xing 	非線性	c=1 d=1 t=2229
fen 	分	c=1 d=1 t=1673
fen bie 	分別	c=1 d=1 t=1926
fen bu 	分部	c=1 d=1 t=6181
fen bu shi 	分佈式	c=2 d=1.94176 t=5587
fen cheng 	分成	c=1 d=1 t=3034
fen da 	芬達	c=1 d=1 t=442
fen hong 	粉紅	c=1 d=1 t=1415
fen jie 	分解	c=0 d=0.1 t=6492
fen jie zhi yin shu 	分解質因數	c=1 d=1 t=6493
fen lei 	分類	c=1 d=1 t=116
fen si 	粉絲	c=1 d=1 t=3711
fen sui 	粉碎	c=0 d=0.1 t=3897
fen zhong 	分鐘	c=1 d=1 t=3003
fen zu jiao huan 	分組交換	c=3 d=2.86488 t=3156
feng bao 	風暴	c=1 d=1 t=2204
feng hao 	封號	c=2 d=1.96079 t=1601
feng jing hua 	風景畫	c=1 d=1 t=3426
feng mian 	封面	c=3 d=1.63174 t=1959
feng shan 	風扇	c=2 d=1.77105 t=235
feng xiao 	封校	c=1 d=1 t=3880
feng zhi 	風之	c=0 d=0.1 t=5944
feng zhi jian sheng 	風之劍聖	c=1 d=1 t=5945
fu dian 	浮點	c=1 d=1 t=1145
fu dian shu 	浮點數	c=1 d=1 t=1144
fu fei 	付費	c=1 d=1 t=175
fu ge si 	福格斯	c=1 d=1 t=6156
fu gu 	復古	c=1 d=1 t=3508
fu hao 	符號	c=1 d=1 t=3457
fu huo 	復活	c=0 d=0.1 t=4198
fu jian 	附件	c=1 d=1 t=758
fu jin 	附近	c=2 d=1 t=6356
fu li 	福利	c=0 d=0.1 t=6216
fu li dan 	福利蛋	c=1 d=1 t=6217
fu mo 	附魔	c=1 d=1 t=3022
fu qin 	父親	c=1 d=1 t=718
fu shang 	附上	c=1 d=1 t=760
fu shi tu 	俯視圖	c=1 d=1 t=6134
fu tai 	富泰	c=0 d=0.1 t=600
fu wen 	符文	c=1 d=1 t=6281
fu wu 	服務	c=1 d=1 t=2157
fu wu qi 	服務器	c=6 d=3.54309 t=1208
fu wu qi shang 	服務器上	c=0 d=0.1 t=802
fu xi 	複習	c=1 d=1 t=2634
fu yang 	付洋	c=1 d=1 t=5160
fu you 	浮游	c=0 d=0.1 t=2913
fu you pao 	浮游炮	c=1 d=1 t=2914
fu ze ren 	負責人	c=0 d=0.1 t=622
fu zi 	斧子	c=1 d=1 t=3045
gai 	改	c=1 d=1 t=3964
gai 	該	c=1 d=1 t=5744
gai ge kai fang 	改革開放	c=1 d=1 t=2880
gai le 	蓋了	c=0 d=0.1 t=3714
gai le yi ge shou yin 	蓋了一個手印	c=1 d=1 t=3715
gai lv 	概率	c=2 d=1 t=2558
gai nian 	概念	c=2 d=1.00008 t=3441
gai wei 	改爲	c=1 d=1 t=1055
gai zao cheng 	改造成	c=1 d=1 t=1648
gan 	幹	c=1 d=1.0802 t=5511
gan 	感	c=1 d=0.102311 t=5515
gan bu gan 	敢不敢	c=0 d=0.1 t=5525
gan de 	乾的	c=4 d=1.00002 t=5318
gan jue 	感覺	c=1 d=0.100589 t=2032
gan jue hai ke yi 	感覺還可以	c=1 d=1 t=523
gan mao 	感冒	c=0 d=0.140454 t=4729
gan re 	敢惹	c=1 d=1 t=3783
gan shen me 	幹什麼	c=1 d=1.01081 t=1339
gan shou dao 	感受到	c=1 d=1.09802 t=4252
gan shou dao le 	感受到了	c=1 d=1 t=4249
gan zao 	乾燥	c=1 d=1.05123 t=1819
gan zao su lv qu xian 	乾燥速率曲線	c=1 d=1 t=1820
gang 	剛	c=1 d=1 t=1916
gang 	鋼	c=0 d=0.1 t=5163
gang cai 	剛纔	c=6 d=1.44961 t=4263
