# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	0.9.7
#@/tick	6507
#@/user_id	39450050-b813-48cb-bd0a-6ded5e51c872
gang kai shi 	剛開始	c=1 d=1 t=606
gang pu la 	鋼普拉	c=1 d=1 t=5164
gang si sheng 	鋼絲繩	c=1 d=1 t=3646
gang ti 	剛體	c=3 d=1.70323 t=6017
gao 	高	c=4 d=1.26764 t=5561
gao bai 	告白	c=1 d=1 t=6313
gao da 	高達	c=2 d=1.13466 t=4949
gao du 	高度	c=1 d=1 t=3564
gao jie 	高階	c=1 d=1 t=6365
gao li cai 	高麗菜	c=3 d=1 t=3093
gao neng 	高能	c=0 d=0.1 t=2475
gao xie 	高些	c=1 d=1 t=5292
gao yao qiu 	高要求	c=1 d=1 t=5282
gao zhong 	高中	c=0 d=0.1 t=4576
gao zhong jiu 	高中就	c=1 d=1 t=4577
ge 	個	c=12 d=1.14238 t=5633
ge 	哥	c=2 d=1.00314 t=2884
ge 	擱	c=1 d=1 t=2988
ge 	格	c=1 d=1 t=3298
ge 	隔	c=0 d=0.1 t=683
ge bi 	隔壁	c=0 d=0.1 t=2346
ge bi lin ju 	隔壁鄰居	c=1 d=1 t=2347
ge bu lin 	哥布林	c=1 d=1 t=2168
ge bu xiang tong 	各不相同	c=1 d=1 t=2839
ge ji fen zhong 	隔幾分鐘	c=1 d=1 t=684
ge ming 	革命	c=0 d=0.1 t=4779
ge ming ji 	革命機	c=1 d=1 t=4780
ge ren suo de shui 	個人所得稅	c=1 d=1 t=5965
ge shi 	格式	c=0 d=0.19802 t=2858
ge shi hua 	格式化	c=1 d=1 t=750
ge shi jian dan hua 	格式簡單化	c=1 d=1 t=2859
ge zhong 	各種	c=3 d=1.18478 t=2779
gei 	給	c=8 d=1.52693 t=2961
gei chu 	給出	c=1 d=1 t=6213
gei de 	給的	c=1 d=1 t=3685
gei le 	給了	c=2 d=0.1 t=4377
gei le duo shao qian 	給了多少錢	c=1 d=1 t=4378
gei nin 	給您	c=1 d=1 t=1955
gei ta 	給他	c=1 d=1.00247 t=1949
gei wo 	給我	c=0 d=0.1 t=4208
gen 	根	c=4 d=1 t=3908
gen 	跟	c=11 d=1.81044 t=5756
gen ben 	根本	c=1 d=1 t=1284
gen ben jiu shi 	根本就是	c=1 d=1 t=5946
gen ju 	根據	c=1 d=1 t=5906
gen shang 	跟上	c=2 d=1.96079 t=51
gen zhe ge 	跟這個	c=1 d=1 t=2199
geng 	更	c=1 d=1.00007 t=3146
geng hao de 	更好的	c=1 d=1 t=1623
geng wang dao 	更望到	c=1 d=1 t=1685
geng xin 	更新	c=7 d=1.00993 t=6441
geng xin ji 	更新姬	c=1 d=1 t=1137
geng ying 	更應	c=1 d=1 t=3154
gong 	公	c=0 d=0.1 t=6227
gong 	工	c=1 d=1 t=1373
gong ji 	攻擊	c=6 d=1.48558 t=5951
gong jie 	恭介	c=2 d=1.39852 t=3116
gong lv 	功率	c=1 d=1 t=1983
gong lve 	攻略	c=5 d=2.97659 t=3789
gong qi jun 	宮崎駿	c=1 d=1 t=5669
gong si 	公司	c=1 d=1.07531 t=4599
gong xian 	貢獻	c=1 d=1 t=266
gong xiang 	共享	c=1 d=1 t=3382
gong zi 	工資	c=2 d=1.09501 t=5971
gong zi de hua 	工資的話	c=1 d=1 t=5972
gong zuo 	工作	c=2 d=1 t=5055
gong zuo ri 	工作日	c=1 d=1 t=2835
gou 	夠	c=3 d=1.00005 t=5750
gou lao 	夠老	c=1 d=1 t=5560
gou mai 	購買	c=1 d=1 t=2154
gou mai yu 	購買慾	c=1 d=1 t=4724
gu 	咕	c=2 d=1.99005 t=6248
gu 	箍	c=1 d=1 t=5687
gu dai 	古代	c=1 d=1 t=1118
gu ding 	固定	c=1 d=1 t=5081
gu hun 	孤魂	c=1 d=1 t=4092
gu lv 	顧慮	c=1 d=1 t=2428
gu niang 	姑娘	c=1 d=1 t=2898
gu piao 	股票	c=1 d=1 t=5599
gu shi 	故事	c=1 d=1 t=950
gu shi 	股市	c=1 d=1 t=5552
gu tou 	骨頭	c=0 d=0.1 t=1459
gu tou she 	骨頭社	c=1 d=1 t=1460
gu yi 	故意	c=0 d=0.1 t=4108
gu yi de 	故意的	c=1 d=1 t=4109
gu you 	固有	c=0 d=0.1 t=994
gu you chang du 	固有長度	c=1 d=1 t=995
gu yu hao 	谷宇昊	c=5 d=1.17418 t=3949
gu zhang 	故障	c=0 d=0.1 t=4804
gu zhe 	骨折	c=1 d=1 t=4234
gua 	掛	c=1 d=1 t=875
gua shang 	掛上	c=1 d=1 t=4416
gua tai 	呱太	c=1 d=1 t=3927
guai 	怪	c=2 d=1 t=4776
guai wu 	怪物	c=1 d=1 t=1784
guan 	管	c=1 d=1 t=6387
guan 	罐	c=1 d=1.1 t=4957
guan 	觀	c=1 d=1 t=3800
guan 	關	c=0 d=0.1 t=4485
guan 	館	c=2 d=1.98511 t=3793
guan dian 	觀點	c=2 d=0.183181 t=2252
guan fang 	官方	c=1 d=1 t=6198
guan ji 	關機	c=2 d=1.99005 t=4118
guan jia 	管家	c=0 d=0.1 t=4549
guan jian zi 	關鍵字	c=0 d=0.1956 t=1849
guan li 	管理	c=1 d=1.09851 t=1563
guan li yuan 	管理員	c=2 d=1.96079 t=322
guan xi 	關係	c=0 d=0.1 t=6408
guan xing 	慣性	c=1 d=1 t=3643
guan xing li 	慣性力	c=2 d=1.93707 t=5779
guan xing xi 	慣性系	c=0 d=0.1 t=1868
guan yu 	關於	c=4 d=1 t=5693
guan zhong 	觀衆	c=3 d=1.95154 t=3268
guang bo 	廣播	c=1 d=1 t=2203
guang chang 	廣場	c=0 d=0.1 t=3068
guang gao 	廣告	c=2 d=1 t=4810
guang gao fa 	廣告法	c=1 d=1 t=171
guang hua 	光滑	c=3 d=1.00915 t=5999
guang huan 	光環	c=0 d=0.1 t=3458
guang shu 	光束	c=1 d=1 t=4069
guang ya 	光牙	c=2 d=1.00103 t=3519
guang yi 	廣義	c=1 d=1 t=5876
guang yu 	光玉	c=1 d=1 t=714
guang zi 	光子	c=1 d=1 t=5041
gui 	貴	c=1 d=1 t=4354
gui fan 	規範	c=1 d=1 t=2263
gui gui 	貴鬼	c=1 d=1 t=6160
gui ji 	軌跡	c=2 d=1.57408 t=4756
gun 	滾	c=0 d=0.1 t=2013
gun dong 	滾動	c=0 d=0.1 t=6119
gun dong fang xiang 	滾動方向	c=1 d=1 t=2006
gun tie huan 	滾鐵環	c=1 d=1 t=2014
gun xia 	滾下	c=1 d=1 t=6080
guo 	過	c=4 d=1.16101 t=6476
guo chan 	國產	c=1 d=1 t=437
guo cheng 	過程	c=0 d=0.1 t=5051
guo cheng zhong 	過程中	c=2 d=0.541269 t=6103
guo dao 	過道	c=1 d=1 t=2012
guo hang 	國行	c=1 d=1 t=436
guo ke 	果殼	c=1 d=1 t=5322
guo ke 	過客	c=1 d=1 t=5321
guo lai 	過來	c=1 d=1 t=3337
guo le 	過了	c=1 d=1.00151 t=3695
guo qu 	過去	c=1 d=1 t=6361
guo ran 	果然	c=0 d=0.1 t=613
guo ran hai shi 	果然還是	c=2 d=1.00001 t=2890
guo ran shi 	果然是	c=1 d=1 t=4910
guo tu 	國土	c=1 d=1 t=2219
guo zi 	果子	c=0 d=0.1 t=3483
ha 	哈	c=1 d=1 t=1506
ha ha 	哈哈	c=0 d=0.1 t=1748
ha ha ha ha 	哈哈哈哈	c=1 d=1 t=2068
hai 	還	c=8 d=1.00616 t=5605
hai bi jiao zheng chang 	還比較正常	c=1 d=1 t=2356
hai bu 	還不	c=0 d=0.1 t=1233
hai bu ming bai 	還不明白	c=1 d=1 t=1234
hai bu pao 	還不跑	c=1 d=1 t=4040
hai cha 	還差	c=0 d=0.1 t=2090
hai cha yi ge 	還差一個	c=1 d=1 t=2091
hai gui 	海龜	c=0 d=0.1 t=4862
hai gui tang 	海龜湯	c=1 d=1 t=4863
hai ke yi 	還可以	c=1 d=1 t=2858
hai mei 	還沒	c=1 d=0.110847 t=3935
hai mei bian 	還沒變	c=1 d=1 t=510
hai mei hao me 	還沒好麼	c=1 d=1 t=2471
hai mei xie wan 	還沒寫完	c=1 d=1 t=342
hai mei you 	還沒有	c=0 d=0.1 t=619
hai mei you hui fu 	還沒有回覆	c=1 d=1 t=620
hai mei zuo de 	還沒做的	c=1 d=1 t=3936
hai neng 	還能	c=0 d=0.1 t=3501
hai neng cheng 	還能撐	c=1 d=1 t=3502
hai shi 	還是	c=13 d=1.25515 t=5982
hai shi dai zhe ba 	還是帶着吧	c=1 d=1 t=1370
hai shi yao 	還是要	c=1 d=1 t=2089
hai shi yao xue 	還是要學	c=1 d=1 t=15
hai xu 	還需	c=0 d=0.1 t=1689
hai xu yao 	還需要	c=1 d=1 t=1690
hai yi 	還以	c=0 d=0.1 t=2164
hai yi wei 	還以爲	c=1 d=1 t=2165
hai you 	還有	c=7 d=1.31951 t=5653
hai you shen me 	還有什麼	c=1 d=1 t=2614
hai zai 	還在	c=0 d=0.197045 t=1091
hai zai li mian 	還在裏面	c=2 d=1.00209 t=2320
hai zai shang mian 	還在上面	c=1 d=1 t=1092
hai zi 	孩子	c=1 d=0.1 t=3900
han 	汗	c=0 d=0.1 t=4271
han guo 	韓國	c=1 d=1 t=2982
han hua 	漢化	c=6 d=1.00016 t=6485
han hua ban 	漢化版	c=2 d=1.9802 t=287
han shu 	函數	c=2 d=1.00002 t=4267
han yu 	韓語	c=2 d=1.99005 t=4338
han zi 	漢子	c=3 d=1.00001 t=5346
hang 	行	c=0 d=0.1 t=71
hao 	好	c=4 d=1.96082 t=5250
hao 	號	c=1 d=1 t=3066
hao bie niu 	好彆扭	c=1 d=1 t=2854
hao bu hao 	好不好	c=1 d=1 t=2913
hao de 	好的	c=1 d=1 t=2663
hao hao 	好好	c=0 d=0.1 t=454
hao hao fan xing 	好好反省	c=1 d=1 t=455
hao hao wan 	好好玩	c=1 d=1 t=2337
hao hao xue 	好好學	c=1 d=1 t=2622
hao ji 	號機	c=1 d=1 t=1094
hao le 	好了	c=0 d=0.1 t=4046
hao le me 	好了麼	c=1 d=1 t=4047
hao le zhi hou 	好了之後	c=1 d=1 t=184
hao me 	好麼	c=0 d=0.1 t=2470
hao si 	好似	c=1 d=1 t=4087
hao wan 	好玩	c=1 d=1 t=6256
hao wu 	毫無	c=0 d=0.1 t=4665
hao wu ya li 	毫無壓力	c=1 d=1 t=4666
hao xi tong 	好系統	c=1 d=1 t=3514
hao xiang shi 	好象是	c=1 d=1 t=677
hao xue 	好學	c=0 d=0.1 t=2621
hao yi ge 	好一個	c=1 d=1 t=2530
hao you 	好友	c=0 d=0.153526 t=5642
he 	合	c=0 d=0.1 t=1887
he 	和	c=18 d=0.383289 t=6441
he bei 	河北	c=0 d=0.1 t=1718
he bei lu 	河北路	c=1 d=1 t=1719
he cheng 	合成	c=1 d=1 t=1543
he guo zi 	和果子	c=1 d=1 t=3484
he he 	呵呵	c=1 d=1 t=2721
he wai li 	合外力	c=1 d=1 t=1888
he xin 	核心	c=0 d=0.1 t=4961
he xin mo fa 	核心魔法	c=2 d=1.00262 t=6151
he zhe 	合着	c=1 d=1 t=1036
he zong 	合縱	c=1 d=1 t=769
hei 	黑	c=1 d=0.519126 t=3055
hei an 	黑暗	c=0 d=0.1 t=3481
hei an liao li 	黑暗料理	c=2 d=1.96561 t=3489
hei ka 	黑卡	c=2 d=1.96561 t=4107
hei ke 	黑客	c=0 d=0.1 t=466
hei ke ji 	黑科技	c=2 d=1.05961 t=2937
hei ke you xi 	黑客遊戲	c=1 d=1 t=467
hei kuai 	黑塊	c=1 d=1 t=3090
hei lian 	黑臉	c=1 d=1 t=4928
hei mo shu shi 	黑魔術師	c=1 d=1 t=3056
hei zhi qi yue zhe 	黑之契約者	c=6 d=3.76996 t=4626
hen 	很	c=2 d=1.00167 t=6187
hen duan 	很短	c=1 d=1 t=3756
hen duo 	很多	c=1 d=0.100002 t=6158
hen duo nian qian 	很多年前	c=1 d=1 t=2324
hen fang bian 	很方便	c=1 d=1 t=5931
hen ma fan 	很麻煩	c=1 d=1 t=5165
hen ming xian 	很明顯	c=2 d=1 t=6264
hen shao 	很少	c=1 d=0.100053 t=4721
hen shao mai 	很少買	c=1 d=1 t=4722
hen shen 	很深	c=1 d=1 t=3111
hen you yi si 	很有意思	c=1 d=1 t=3218
hen zi ran 	很自然	c=1 d=1 t=1611
heng ding 	恆定	c=1 d=1 t=1897
heng li 	恆力	c=1 d=1 t=3532
heng su qu 	恆速區	c=1 d=1 t=1821
hong 	紅	c=0 d=0.1 t=4236
hong bao shu 	紅寶書	c=2 d=1.99005 t=4239
hong se 	紅色	c=1 d=1 t=1121
hou 	後	c=6 d=1.00161 t=6323
hou che 	候車	c=1 d=1 t=3075
hou fang 	後方	c=1 d=1 t=5958
hou gong 	後宮	c=2 d=1 t=6234
hou gong qi huo la 	後宮起火啦	c=1 d=1 t=1489
hou lun 	後輪	c=1 d=1 t=2796
hou mian 	後面	c=2 d=1 t=5359
hou yuan 	後援	c=0 d=0.1 t=4922
hou yuan tuan 	後援團	c=1 d=1 t=4923
hu 	湖	c=1 d=1 t=4522
hu le 	糊了	c=1 d=1 t=4596
hu lian wang 	互聯網	c=1 d=1 t=6453
hu xiang 	互相	c=0 d=0.1 t=4703
hu xiang shang hai 	互相傷害	c=2 d=1.00012 t=6506
hua 	化	c=0 d=0.1 t=5690
hua 	滑	c=1 d=1 t=6079
hua 	花	c=0 d=0.1 t=4725
hua 	話	c=9 d=1.6855 t=3828
hua dong 	滑動	c=0 d=0.1 t=6413
hua le 	花了	c=1 d=1 t=1045
hua li 	華麗	c=1 d=1 t=3924
hua lun 	滑輪	c=1 d=1 t=3571
hua mian 	畫面	c=1 d=0.100005 t=6214
hua ming 	化名	c=1 d=1 t=4347
hua qian 	花錢	c=1 d=1 t=6426
hua shu 	化鼠	c=2 d=1.00461 t=2713
hua shuo 	話說	c=22 d=1.08592 t=6481
hua ti 	花體	c=1 d=1 t=2079
hua tong 	話筒	c=1 d=1 t=5930
hua ze xiang cai 	花澤香菜	c=1 d=1 t=4726
huai le 	壞了	c=1 d=1 t=4886
huan 	幻	c=0 d=0.1 t=5370
huan 	換	c=1 d=0.193239 t=4901
huan 	環	c=0 d=0.1 t=6029
huan cun 	緩存	c=2 d=1.0067 t=2495
huan jing 	環境	c=0 d=0.1 t=2265
huan jue 	幻覺	c=0 d=0.1 t=505
huan long 	幻隴	c=2 d=1.81465 t=5427
huan yan ji hua 	幻焰計劃	c=1 d=1 t=5371
huan yi gen 	換一根	c=1 d=1 t=225
huan yi tai 	換一臺	c=1 d=1 t=4902
huan ying 	歡迎	c=0 d=0.1 t=8
huan ying lai dao 	歡迎來到	c=1 d=1 t=3478
huan ying ni 	歡迎你	c=1 d=1 t=9
huan ying pan 	換硬盤	c=1 d=1 t=4888
huang jin 	黃金	c=3 d=1.00002 t=4370
huang yuan 	黃圓	c=1 d=1 t=3128
huang zhou 	黃皺	c=1 d=1 t=3130
hui 	回	c=1 d=1 t=4011
hui 	會	c=4 d=1.00006 t=3339
hui bi 	迴避	c=0 d=0.1 t=6207
hui bi le 	迴避了	c=1 d=1 t=6208
hui da 	回答	c=0 d=0.1 t=4378
hui fu 	回覆	c=0 d=0.191851 t=619
hui he 	回合	c=0 d=0.194649 t=2990
hui lai 	回來	c=0 d=0.1 t=1356
hui mie 	毀滅	c=1 d=1 t=212
hui shi 	回事	c=0 d=0.1 t=5655
hui si 	會死	c=1 d=1 t=5651
hui xue 	回血	c=1 d=1 t=4195
hui yi 	回憶	c=0 d=0.1 t=1408
hui yi 	會議	c=1 d=1 t=4029
hui yi sha 	回憶殺	c=1 d=1 t=1409
hui yi shi 	會議室	c=1 d=1 t=1204
hui you 	會有	c=0 d=0.1 t=5201
hui you duo shao 	會有多少	c=1 d=1 t=5202
hui zhang 	會長	c=2 d=1.93239 t=2910
hui zhuan yi 	迴轉儀	c=1 d=1 t=6132
hun dan 	魂淡	c=2 d=1.00054 t=4208
huo 	或	c=1 d=1 t=86
huo 	活	c=0 d=0.1 t=2121
huo 	火	c=1 d=1 t=6286
huo che 	火車	c=1 d=1 t=4688
huo dong zhong xin 	活動中心	c=0 d=0.1 t=4497
huo jian 	火箭	c=3 d=1.00058 t=5042
huo jian fa dong ji 	火箭發動機	c=1 d=1 t=5053
huo ju 	火炬	c=0 d=0.1 t=2024
huo ju zhi guang 	火炬之光	c=1 d=1 t=2025
huo men 	或門	c=1 d=1 t=4618
huo qin 	活禽	c=1 d=1 t=3997
huo se 	貨色	c=1 d=1 t=4374
huo shi 	伙食	c=1 d=1 t=4985
huo zhe 	或者	c=5 d=1.00072 t=5842
huo zhe 	活着	c=2 d=1 t=4289
huo zhe shuo 	或者說	c=1 d=1 t=1620
huo zhi shi 	火之矢	c=1 d=1 t=6294
ji 	即	c=5 d=4.05757 t=3235
ji 	姬	c=0 d=0.1 t=1136
ji 	機	c=1 d=1.18281 t=4812
ji 	積	c=0 d=0.1 t=2560
ji 	級	c=1 d=1 t=4846
ji 	記	c=0 d=0.1 t=3444
ji 	集	c=1 d=1 t=2148
ji ben 	基本	c=0 d=0.1 t=3071
ji ben bu kai 	基本不開	c=1 d=1 t=3072
ji ben dian lu 	基本電路	c=1 d=1 t=27
ji ben shang 	基本上	c=1 d=1 t=5231
ji bie 	級別	c=1 d=1 t=5419
ji chang 	幾場	c=0 d=0.1 t=2542
ji da cheng 	集大成	c=1 d=1 t=4936
ji de 	記得	c=0 d=0.1 t=4630
ji de shi 	記得是	c=1 d=1 t=4631
ji dian 	基電	c=2 d=1.98511 t=25
ji dong 	機動	c=1 d=1 t=4157
ji fen 	積分	c=2 d=1 t=6182
ji fen zhong 	幾分鐘	c=0 d=0.1 t=683
ji ge 	幾個	c=2 d=1 t=4290
ji guan 	機關	c=0 d=0.1 t=2169
ji guang 	激光	c=1 d=1.16461 t=1971
ji guang qiang 	激光搶	c=1 d=1 t=1970
ji guang qiang 	激光槍	c=3 d=1.0122 t=2997
ji hua 	計劃	c=0 d=0.1 t=5370
ji hui 	機會	c=0 d=0.1 t=5423
ji huo 	激活	c=1 d=1 t=1161
ji huo ma 	激活碼	c=3 d=1.00071 t=2762
ji ju hua 	幾句話	c=0 d=0.1 t=2097
ji ke 	即可	c=1 d=1 t=1842
ji lu 	紀錄	c=0 d=0.1 t=610
ji lu 	記錄	c=2 d=1.12809 t=1150
ji lu pin dao 	紀錄頻道	c=1 d=1 t=611
ji lv 	機率	c=1 d=1 t=2626
ji miao 	幾秒	c=1 d=1 t=3503
ji neng 	技能	c=2 d=1 t=6320
ji pai 	幾排	c=1 d=1 t=3074
ji qiao 	技巧	c=3 d=1.10874 t=6367
ji ran 	既然	c=1 d=1 t=5279
ji shu 	技術	c=1 d=1 t=693
ji shu 	計數	c=1 d=1 t=1283
ji si 	即死	c=2 d=1 t=5692
ji suan 	計算	c=1 d=0.117077 t=921
ji suan ji 	計算機	c=4 d=1.40678 t=2047
ji suan ji wang 	計算機網	c=0 d=0.1 t=3131
ji suan ji wang lu 	計算機網路	c=1 d=1 t=3132
ji suan ji wang luo 	計算機網絡	c=1 d=1 t=2045
ji suan zhong xin 	計算中心	c=1 d=1 t=4507
ji ti 	機體	c=2 d=1.00004 t=6169
ji wa wa 	吉娃娃	c=1 d=1 t=3280
ji xia 	幾下	c=1 d=1 t=4879
ji xiao 	極小	c=2 d=1.99005 t=1035
ji xiao 	績效	c=0 d=0.1 t=1031
ji xiao duo xiang shi 	績效多項式	c=1 d=1 t=1032
ji xie 	機械	c=0 d=0.1 t=6377
ji xie zhen dong 	機械震動	c=1 d=1 t=6378
ji ye 	吉野	c=1 d=1 t=2889
ji ye jia 	吉野家	c=1 d=1 t=195
ji yi xia 	記一下	c=1 d=1 t=3445
ji yin 	基因	c=1 d=0.100614 t=4048
ji yin she ji shi 	基因設計師	c=1 d=1 t=4049
ji you 	基友	c=1 d=1 t=5644
ji zhe 	擠着	c=1 d=1 t=5853
jia 	佳	c=1 d=1 t=4245
jia 	架	c=0 d=0.1 t=1399
jia ban 	假扮	c=1 d=1 t=1265
jia jiao 	夾角	c=2 d=1.86502 t=5125
jia mi 	加密	c=6 d=1.03578 t=3380
jia nai 	佳奈	c=1 d=1 t=4358
jia qi 	假期	c=0 d=0.1 t=6330
jia qi an pai 	假期安排	c=1 d=1 t=6331
jia shang 	加上	c=1 d=1 t=2284
jia she 	假設	c=1 d=1 t=5855
jia shu 	家鼠	c=4 d=3.73368 t=863
jia su du 	加速度	c=2 d=1.30575 t=6107
jia you 	加油	c=1 d=1 t=3370
jia zhi 	佳織	c=1 d=1 t=768
jian 	劍	c=0 d=0.1 t=2039
jian 	簡	c=1 d=1 t=5270
jian 	間	c=2 d=1.97045 t=3580
jian bing 	煎餅	c=1 d=1 t=3098
jian bu 	肩部	c=0 d=0.1 t=4317
jian ce 	檢測	c=1 d=1 t=63
jian chi 	堅持	c=1 d=1 t=6422
jian dan 	簡單	c=1 d=1 t=2224
jian dan hua 	簡單化	c=0 d=0.1 t=2858
jian fa 	減法	c=1 d=1.1 t=1267
jian fa han shu 	減法函數	c=1 d=1 t=1268
jian fan 	簡繁	c=1 d=1 t=1497
jian ge 	間隔	c=1 d=1 t=1881
jian guo 	見過	c=1 d=1 t=4321
jian pan 	鍵盤	c=3 d=1.00108 t=2941
jian qi lai 	撿起來	c=1 d=1 t=777
jian rong 	兼容	c=1 d=1 t=4769
jian ru 	鍵入	c=1 d=1 t=70
jian shang 	肩上	c=0 d=0.1 t=704
jian sheng 	劍聖	c=0 d=0.1 t=5944
jian wei 	鍵位	c=1 d=1 t=525
jian xia lai 	剪下來	c=2 d=1 t=5170
jian xie yun dong 	簡諧運動	c=1 d=1 t=6402
jian xin 	堅信	c=0 d=0.1 t=2811
jian yi 	建議	c=1 d=1 t=113
jiang 	將	c=3 d=1.00001 t=6020
jiang 	講	c=2 d=1.00095 t=2338
jiang 	醬	c=5 d=1 t=5468
jiang shi 	殭屍	c=1 d=1 t=4823
jiang ying 	僵硬	c=1 d=1 t=1021
jiao 	交	c=2 d=1.9802 t=1804
jiao 	叫	c=2 d=1.0896 t=4940
jiao 	攪	c=1 d=1 t=6475
jiao 	教	c=2 d=1 t=5626
jiao 	腳	c=1 d=1.07788 t=5530
jiao cai 	教材	c=1 d=1 t=4306
jiao cheng 	教程	c=3 d=1.53794 t=6431
jiao da 	交大	c=3 d=1.00465 t=6328
jiao dong liang 	角動量	c=1 d=1 t=5736
jiao du 	角度	c=1 d=1 t=5799
jiao hu 	交互	c=1 d=1 t=2488
jiao huan 	交換	c=1 d=0.133207 t=3136
jiao huo 	攪和	c=0 d=0.1 t=4731
jiao jia su du 	角加速度	c=2 d=1.98511 t=6063
jiao liu 	交流	c=1 d=1 t=4799
jiao shao 	較少	c=1 d=1.00014 t=3158
jiao shi 	攪屎	c=6 d=5.76237 t=6471
jiao shi 	教室	c=1 d=1 t=652
jiao shui 	膠水	c=1 d=1 t=4615
jiao su du 	角速度	c=1 d=1 t=6123
jiao tong bu men 	交通部門	c=1 d=1 t=5462
jiao wu chu 	教務處	c=1 d=1 t=6330
jiao yan 	校驗	c=0 d=0.1 t=6441
jiao yan he 	校驗和	c=1 d=1 t=6442
jiao yi 	交易	c=1 d=1 t=3998
jiao yu wang 	教育網	c=1 d=1 t=5568
jiao zhun 	校準	c=1 d=1 t=2235
jie 	截	c=0 d=0.1 t=6379
jie ai 	節哀	c=1 d=1 t=3829
jie bao 	解包	c=1 d=1 t=2080
jie cao 	節操	c=2 d=0.102719 t=4649
jie du 	解毒	c=1 d=1 t=4573
jie duan 	階段	c=1 d=1 t=4315
jie guo 	結果	c=3 d=1.57121 t=4439
jie jie 	姐姐	c=1 d=1 t=6135
jie jie 	結界	c=1 d=1 t=5259
jie ju 	結局	c=6 d=1.03193 t=6301
jie kou 	接口	c=2 d=1.74082 t=3408
jie lun 	結論	c=1 d=1 t=3815
jie mei 	姐妹	c=0 d=0.1 t=3247
jie mi 	解密	c=1 d=1 t=2027
jie mian 	界面	c=0 d=0.1 t=318
jie mian ji 	截面積	c=1 d=1 t=6380
jie shang 	截上	c=1 d=1 t=4194
jie shao 	介紹	c=2 d=2.07676 t=1201
jie shao mu di 	介紹目的	c=1 d=1 t=1195
jie shi 	結實	c=1 d=1 t=4233
jie shou 	接受	c=1 d=1 t=4569
jie shu 	結束	c=1 d=1 t=1203
jie tu 	截圖	c=1 d=1 t=2211
jie wei 	結尾	c=0 d=0.1 t=1633
jie xi 	解析	c=1 d=0.102323 t=1317
jie xi yan chi 	解析延遲	c=2 d=1.97531 t=1323
jie ya 	解壓	c=1 d=1 t=1559
jie ya suo 	解壓縮	c=1 d=1 t=1692
jie zi 	介子	c=3 d=2.77101 t=5031
jie zou 	節奏	c=2 d=1.96079 t=55
jie zou gan 	節奏感	c=1 d=0.985112 t=6507
jin 	今	c=2 d=1 t=4410
jin bi 	金幣	c=1 d=1 t=5898
jin du 	進度	c=1 d=1 t=109
jin hua 	進化	c=1 d=1 t=3697
jin ji 	進擊	c=0 d=0.1 t=4235
jin ji de ju ren 	進擊的巨人	c=2 d=1.042 t=4870
jin jiang 	錦江	c=0 d=0.1 t=4505
jin jiang zhi xing 	錦江之星	c=1 d=1 t=4506
jin ke la 	金坷垃	c=1 d=1 t=6178
jin niu zuo 	金牛座	c=1 d=1 t=4849
jin ping 	金平	c=0 d=0.1 t=2507
jin ping tang 	金平糖	c=1 d=1 t=2508
jin ru 	進入	c=1 d=1 t=320
jin shen 	近身	c=1 d=1 t=2918
jin shu 	金屬	c=0 d=0.136788 t=3691
jin shu si 	金屬絲	c=1 d=1 t=6024
jin si 	近似	c=1 d=1 t=3825
jin tian 	今天	c=5 d=1.00021 t=5309
jin xing 	進行	c=0 d=0.100052 t=1836
jin xing tu cao 	進行吐槽	c=1 d=1 t=1837
jin xing zhong 	進行中	c=1 d=1 t=326
jing 	鏡	c=0 d=0.1 t=897
jing 	靜	c=1 d=1.0802 t=5004
jing chang 	經常	c=1 d=1 t=658
jing du 	精度	c=1 d=1 t=5274
jing fei 	經費	c=1 d=1 t=3678
jing hua 	警花	c=1 d=1 t=4834
jing ji xue 	經濟學	c=1 d=1 t=6196
jing jie 	京介	c=1 d=1 t=4969
jing liu 	靜流	c=3 d=0.119902 t=3912
jing liu xian 	靜流線	c=1 d=1 t=3913
jing sai 	競賽	c=1 d=1 t=1424
jing ti guan 	晶體管	c=1 d=1 t=2368
jing wu 	景物	c=1 d=1 t=5378
jing xiang 	景象	c=1 d=1 t=1667
jing yan 	經驗	c=1 d=1 t=2683
jing zhi 	靜止	c=4 d=1.3107 t=6076
jing zhi liang 	靜質量	c=1 d=1 t=5005
jing zhi shi 	靜止時	c=1 d=1 t=5008
jing zhuan 	淨賺	c=1 d=1 t=153
jing zhui 	頸椎	c=1 d=1 t=5684
jiu 	就	c=28 d=1.23493 t=6305
jiu 	救	c=1 d=1 t=1096
jiu 	舅	c=0 d=0.1 t=2099
jiu 	酒	c=1 d=1 t=747
jiu bei 	就被	c=1 d=1 t=6192
jiu bu 	就不	c=0 d=0.1 t=3037
jiu bu hui 	就不會	c=0 d=0.1 t=718
jiu bu hui si 	就不會死	c=1 d=1 t=3038
jiu cuo 	糾錯	c=0 d=0.1 t=3395
jiu cuo ma 	糾錯碼	c=1 d=1 t=3396
jiu geng 	就更	c=0 d=0.1 t=1624
jiu geng zhi de 	就更值得	c=1 d=1 t=1625
jiu gou le 	就夠了	c=1 d=1 t=2537
jiu hao 	就好	c=0 d=0.1 t=1024
jiu hao le 	就好了	c=2 d=1.04113 t=2967
jiu hui 	就會	c=2 d=1.08638 t=5872
